title,title_url,company,cicon,cicon1,type,keyword,popular,date,easy_apply,salary_min,salary_max
土日祝休み×官公庁の安定職 お仕事内容は3ステップで完了。代表電話の受付&カンタン入力,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lce1b049322d9b5e267d0652c137d591d&p=t%2BAK7k0GmMUr0ZRss/MBm/9AtZVcnVO8aPnJ1fUqqr3hCDnOkto1Bg53GRZEoH78cyqmhXhMLZzWlmnEw0rvzg%2Bf6DkuB%2BuBT466X1tsR7MsMOkflaZzfc1Zi8L6IyrPipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQDDplwLExZ6IbomuEN02AkCRNifsiQ5ije4scwzJ7v89EJV/LszgR2vOc5ubwzFgtyrYwjScWhLtR8dODQEYEE4GgdrO7OjYqvB7FJ8BikU73vKbdUbtVNLRPnO6EJq7DD0UPTvJTKQ1AbtNnyqDfs1Q9fOUH8SrU9fXNxYCA9kUaPpMgpS6neP6iwATayZUFVSvNs4CIf7CPpv48qMcciRQ5GhpCtzvMA1cDbV2gRDT3J4ycsmsndqjPM1toMPvT&ph=f2e6e0be8f55&phv=1,株式会社ベルシステム24,                     石川県 金沢市 金沢駅                                    ,"時給1,090円～ / 交通費支給",アルバイト・パート,                    未経験OK                                     土日祝休                                     ミドル・シニア                                     禁煙・分煙                                     産休・育休                                     公的機関                 ,人気,6日前,かんたん応募,,
吉野家のホール・キッチンスタッフ／月8～10日休み／転勤なし・エリア採用,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=la90f534f0ed987c84e2b2dfc9f05cdea&p=t%2BAK7k0GmMUr0ZRss/MBmwuB8rGkNVcKc5SJurQOjgIerlFibQraK8BYAIAsy0LmsMxsq7ypa7KpsgqRM/NS4w%2Bf6DkuB%2BuBT466X1tsR7NJSCA24LFqEvkmz2fRPIE8ipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQDDplwLExZ6IbomuEN02AkCRNifsiQ5ije4scwzJ7v8%2B0ShBBQ04UxmXghGakDI7GyoxF6NZ8Ao8d5A9DOEl0r4GgdrO7OjYqvB7FJ8BikU73vKbdUbtVNLRPnO6EJq7DD0UPTvJTKQ1AbtNnyqDfs9ZecgUhVf9Ut0E%2BB58rgLtqVCspVlKtLSIxvIG%2BoLgKR9fVZZhmlMqu7BFy%2Be4QoJdYhXKQi9Hc%2BV2IUPC7NGQ/PyFj%2BmIaNvPFPzN6FO3YjhGn0yzmcPwtClcJv4gdiwwUkywbcZ78s5iuJcPW2RFFUdB2q77eJAcYyDvZ1pd/&ph=2d669a17cefe&phv=1,株式会社中日本吉野家,                     石川県 金沢市 福久町 / 森本駅 徒歩12分                                    ,"月給21万1,200円～24万200円 / 賞与あり・昇給あり",正社員,                    未経験OK                                     学歴不問                                     特別休暇                                     フリーター歓迎                                     産休・育休                                     転勤なし                                     社保完備                 ,,8日前,かんたん応募,,
                     倉庫内軽作業スタッフ／スピード採用                 ,https://xn--pckua2a7gp15o89zb.com/jb/b255f372291b4c476fb2fd81b70f68f5,Next up,                     石川県 金沢市                                    ,"月給23万6,000円～28万8,000円",正社員,                    未経験OK                                     ブランクOK                                     禁煙・分煙                                     平日のみOK                                     土日祝休                                     資格有歓迎                                     研修あり                 ,人気,14日以上前,かんたん応募,,
                     アミングの 販売スタッフ 30代女性活躍中 残業月平均17時間                 ,https://xn--pckua2a7gp15o89zb.com/jb/0fc4ab736c3815a1bf5df6ba97f363c7,株式会社アミング,                     石川県 金沢市                                    ,"月給22万1,000円～ / 賞与あり・昇給あり",正社員,                    未経験OK                                     服装自由                                     第二新卒                                     駐車場あり                                     残業月～30時間                                     産休・育休                                     シフト制                 ,人気,14日以上前,,,
                     未経験歓迎 “ありがとう”が嬉しい 商業施設の 物流管理                 ,https://xn--pckua2a7gp15o89zb.com/jb/acafb5311bf7c4de019b6a186edb62c4,株式会社LSB,                     石川県 金沢市                                    ,"月給23万640円～24万7,570円 / 昇給あり",正社員,                    未経験OK                                     学歴不問                                     第二新卒                                     転勤なし                                     シフト制                                     UIターン                                     産休・育休                 ,人気,14日以上前,,,
個人向け営業／未経験 髪色・ネイル自由,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lf61f8df4070a05bc2705ddf5a7b9799c&p=t%2BAK7k0GmMUr0ZRss/MBmycGawRg22E//NyuC3S7eBG4B3N3EBD4U/LAY6zMHRjyfCJ287YSTRnvrWLw1dapPIdRaidHesdtfZzhm%2BQbNE%2BJiIIp24vuH2SSU3j2hHQj79N%2BsoBQkkcIMNYBNMcl4NDX2Z2UWCINE5Kco2TOhtM375rPVCdWqzS4b4%2B88cfJGgn9NDQxqf3tHfyL%2B0GJuzNSUm1KNqN/VkllCeDUvba2lo5abI22yMtIipbAR7F2HKeFWMtFgh3onzB4J2KWHSzRWweMF4ahieCoh3JCg5/RK7KVNLqigiqZggBDIVXioq1ef9A7aQXYRAEVcryDZlYJcdYR065/9VuGW1oOtZu7ym4rna6DX8nyZoSXBCBQr13qwjSgy05K/4ZrGaxLDGGnZjO%2Bbth9gXCJH6CkPUruauXBKy8pAIyfAIsY%2BEb8g46XW9Ybfrz7w3Y4Nneu1VOPEWOsgU9cTsYstGyGXOc%3D&ph=a76eb1127a5c&phv=1,株式会社サンワハウス,                     石川県 金沢市 金沢駅                                    ,月給25万円～30万円 / 昇給あり,正社員,                    未経験OK                                     服装自由                                     交通費                                     UIターン                                     週休2日                                     社保完備                                     禁煙・分煙                 ,,14日以上前,,,
                     美容部員・BA募集! Aesop                 ,https://xn--pckua2a7gp15o89zb.com/jb/6b4dfafef196f4bceacf3026e193edaa,日本ロレアル株式会社,                     石川県 金沢市                                    ,年収240万円～350万円 / 賞与あり・昇給あり,契約社員,                    未経験OK                                     転勤なし                                     資格取得支援                                     経験者優遇                                     産休・育休                                     インセンティブ                                     社員登用                 ,,14時間前,,,
                     もくもく倉庫内作業／医薬品のピッキング・夕方から短時間                 ,https://xn--pckua2a7gp15o89zb.com/jb/e1ab8abd33089cf932b8afa69c43864b,株式会社G&G,                     金沢市 大浦町 / 大河端駅 車5分                                    ,"時給1,200円",派遣社員,                    未経験OK                                     服装自由                                     WワークOK                                     出社10時～                                     高収入                                     学歴不問                                     ミドル・シニア                 ,人気,12日前,,,
未経験歓迎「リクルーティングアドバイザー」人材紹介／年間休日123日／転勤無しも選択可能,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lf5171546fc4e25617d8e4a248237505e&p=t%2BAK7k0GmMUr0ZRss/MBm7nBk6ViZQTq5IyTad2DsS4kSkseoq4vHbNLPSksaWMPzwlxu6DpiMBu4Kvm5eiz2Z/O81UF3iUb99fkxRIgTTz5n5JcUE/Wz5Xr0/xvzK3QXeEi/9bJ4CtFCaHjw46MY9DT0fzuEuBxXTpuI/MZKucjnnyMhe3zo3fGWwbN/t7NppPTgFlZCUYvgHUEEBJTCxhcFRcizxM3B1aLRezF9rtQYKblYDpixejT2QdkQjJSyXJaiPl/q7vGVGiEEIX8bWjRpYVq/BS3BGd7yPRPKiH%2BNtwOTXPUI/q3PsDjN6gK9QaaXuBXMnpXqO8jcIc9Ta0GH8UKUMqWVZa0Z1pzhAM3b71m0IW9yn1L/zLez9lfoq1ef9A7aQXYRAEVcryDZjQCBcka4kHKo6%2BFCVEbbGO147ViHIR%2BpsJiVRlIgRT/D68tFZMD8ueGydiWSRw7frKEvD3aOgYrRi3ZBMrQx3mTHsT2n7NV4MK%2BProo7AEP9tIL0J1ys5BwzLdUj6my9Q%3D%3D&ph=d607e7ade016&phv=1,株式会社ワークポート,                     石川県 金沢市 広岡                                    ,月給26万円 / 賞与あり・昇給あり,正社員,                    未経験OK                                     転勤なし                                     駅チカ                                     インセンティブ                                     産休・育休                                     社保完備                                     禁煙・分煙                 ,人気,14日以上前,かんたん応募＆選考サポート,,
                     中古車の スマホ撮影・洗車スタッフ                 ,https://xn--pckua2a7gp15o89zb.com/jb/192b2e4a82021808ccb81ab7b6b65d7b,株式会社カークレド,                     石川県 金沢市                                    ,月給23万円～ / 賞与あり,正社員,                    未経験OK                                     在宅ワーク                                     学歴不問                                     インセンティブ                                     フレックス制                                     週休2日                                     AT限定可                 ,人気,8日前,,,
                     日配品売場／品出しなど／アル・プラザ 金沢                 ,https://xn--pckua2a7gp15o89zb.com/jb/960482097926e879d67aab9b99465339,株式会社平和堂,                     金沢市 諸江町 / 上諸江駅 徒歩6分                                    ,"時給1,070円～1,170円 / 交通費支給",アルバイト・パート,                    未経験OK                                     女性活躍                                     禁煙・分煙                                     バイクOK                                     主婦・主夫                                     服装自由                                     フリーター歓迎                 ,人気,14日以上前,,,
                     時給大幅アップ!／石川県金沢市の受付・案内・接客サービス／心に残る安心の「株式会社                 ,https://xn--pckua2a7gp15o89zb.com/jb/f1a430d8425bca78365bf8962dbcf213,株式会社米永,                     金沢市 神谷内町                                    ,"時給1,400円～1,600円 / 交通費支給",アルバイト・パート,                    未経験OK                                     学歴不問                                     研修あり                                     学生歓迎                                     制服あり                                     シフト制                                     WワークOK                 ,人気,8日前,,,
                     案内・フロント／ガソリンスタンド                 ,https://xn--pckua2a7gp15o89zb.com/jb/4e1d4067ac6ce98415849392c2435cd1,大器キャリアキャスティング株式会社,                     野々市市 本町 / 馬替駅 徒歩20分                                    ,"日給7,050円",アルバイト・パート,                    未経験OK                                     学歴不問                                     研修あり                                     経験者優遇                                     土日祝休                                     女性活躍                                     バイクOK                 ,人気,11日前,,,
                     いつもありがとう!感謝される ルート配送 賞与4ヶ月／土日休                 ,https://xn--pckua2a7gp15o89zb.com/jb/967bc8165e38caa69caa06a07e06502f,株式会社サニクリーン甲信越,                     金沢市 示野町                                    ,"月給20万362円～24万4,837円 / 昇給あり",正社員,                    未経験OK                                     ブランクOK                                     インセンティブ                                     UIターン                                     土日祝休                                     年休120日～                                     車通勤OK                 ,人気,11日前,,,
                     レジ打ち、グッズ販売／ポケモンセンターカナザワ                 ,https://xn--pckua2a7gp15o89zb.com/jb/25a246dd13c3338f3ebfa3ea0b5a8914,株式会社ポケモンセンター,                     金沢市 堀川新町 / 金沢駅 徒歩2分                                    ,"時給1,150円～ / 交通費支給",アルバイト・パート,                    未経験OK                                     学歴不問                                     土日祝のみ                                     制服あり                                     主婦・主夫                                     経験者優遇                                     友達応募OK                 ,人気,14日以上前,,,
                     デリ・惣菜販売・スイーツ販売、レジ打ち／ひゃくまんぞく亭                 ,https://xn--pckua2a7gp15o89zb.com/jb/dc3f85b0b9c8529669bc3ae7fa6d9a2e,株式会社クリエイト・レストランツ・ホールディングス,                     金沢市 木ノ新保町 / 北鉄金沢駅 徒歩0分 / 金沢百番街                                    ,"時給1,000円～ / 交通費支給",アルバイト・パート,                    未経験OK                                     ミドル・シニア                                     禁煙・分煙                                     履歴書不要                                     初バイト                                     フリーター歓迎                                     ブランクOK                 ,人気,13日前,,,
事務スタッフ／買取の専門知識一切不要!／簡単なデータ入力、商品発送作業など,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=ldf9b2539ebe2a2bd04888a813e68c0b4&p=t%2BAK7k0GmMUr0ZRss/MBm4%2BGB7eYdA7y7GTHsA/ZlIt2LA5l7goEkgtI5if2f9Iju%2BG29%2BkJqPERN1zWZ/iZPw%2Bf6DkuB%2BuBT466X1tsR7PGvgkNnHEAPfxOw4kvRfFAipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQDDplwLExZ6IbomuEN02AkCRNifsiQ5ije4scwzJ7v89iT%2BwmZ8xWNxqr9rDWByjwTcTiqmGYf5EH4N%2Byo%2BWrjoGgdrO7OjYqvB7FJ8BikU73vKbdUbtVNLRPnO6EJq7DD0UPTvJTKQ1AbtNnyqDfs%2BaZYze6xwdAbDJlScVL9pLHDZd4u6VhSMjQSyN0hbCp07%2BV3Rbo4o/BEQ%2Bc%2BufI61aGzxBxIiAfY19P9RuxYZIR0rErgqWppXNXkor3/xthXmEQGV8Pid8IBPvrwwxr7PcnjJyyayd2qM8zW2gw%2B9M%3D&ph=179cc52ca40f&phv=1,株式会社アンビション,                     石川県 金沢市 高畠                                    ,"月給22万5,000円～ / 賞与あり・昇給あり",正社員,                    未経験OK                                     服装自由                                     研修あり                                     簿記                                     長期休暇                                     ネイルOK                                     週休2日                 ,,8日前,かんたん応募,,
分別作業・収集運搬スタッフ／転勤なし／入社祝い金あり／定時帰宅を強く推奨しています,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lc216fc92b856daa6213c2c1a0681e565&p=t%2BAK7k0GmMUr0ZRss/MBm6fz8Tm4Iyoeh%2BWLGDH2RjelZmjy05cKPo4iDfBfAebM8T4yuIvcLapRxyXMRZs9mwYG0AP8nj3uEmbPeSNblsDVSopt2O/FuQeWNRShi5XiipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQDDplwLExZ6IbomuEN02AkCRNifsiQ5ije4scwzJ7v8%2B%2Bo4X5JQbL9rNt%2BZGhu9ydpziej14g1mDEnJDIQIavz3pCXxhFNxKZf%2BmsR5oGavFqS/Iss9a/SLMTb84ZMxW3%2BaLkvYChve6sfZc59tkpES11b/C8p0d/qAjH%2Bz0nwqv2r2SLGAjzjvWuc44D2U%2Bg/IUs6H7z8lLMS/AbfHXxWLFYow29uE5H4TD4ps1IRtEaYxMPqGsdAT4CQoClf4Yr8GoretiE7aN1VzxMKGE2wkVR0Harvt4kBxjIO9nWl38%3D&ph=cd7d21500d02&phv=1,株式会社ミヤタクリーンサービス,                     石川県 金沢市 玉鉾 / 金沢駅 車10分                                    ,"月給24万4,000円～54万円 / 賞与あり・昇給あり",正社員,                    未経験OK                                     学歴不問                                     増員募集                                     土日祝休                                     車通勤OK                                     髪型・髪色自由                                     シフト制                 ,人気,14日以上前,かんたん応募,,
自動車整備士／地域限定職／新求人募集スタート!プライベートとの両立も目指せる地域限定職,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=1178272e7f896c3929758d21111c3306&p=t%2BAK7k0GmMUr0ZRss/MBmw0f0HZWAwRvxH/hyms1d/B2gIdEEwXgRTvVrWO2jkb7Zdz6k6TcUR5GnwaGhPvgIAYG0AP8nj3uEmbPeSNblsDV3RwP0F5Pbyz1kvXqJrDfipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQjAl22JGnDmX9hSAF/hwEbDLKg05/T1MOOt/FfzMx2QythLroct00iSLy5nryhenD4E26QmIAw45OapY64YLskXOb341e2RTVjQgUG/1axYsbhS4nF4caoVPxNtpOre3ccQa%2B9Jqf2oy4aM4fcFebsZXntVnBtxIt7ZnyCGlbtaUR0rErgqWppXNXkor3/xthu0AoAJTl0THOMjNbY38SB%2BDkWdbCmfuGJpXExdIFjfk%3D&ph=ceb9a592942c&phv=1,SUV LAND金沢,                     石川県 金沢市                                    ,"月給24万3,000円～49万7,000円",正社員,                    女性活躍                                     急募                                     産休・育休                                     男性活躍                                     資格取得支援                                     自動車整備士                                     固定給                 ,,14日以上前,かんたん応募,,
マネージャー候補 地域密着の写真館でチームをまとめる未来の店長を募集,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=5f847edfaf43b83f4494e27cad2b0411&p=t%2BAK7k0GmMUr0ZRss/MBm5HLxisZrA0DQuh%2B4FAxTOY6caSzCeG0/LqT58w6uwIZuKipTy4pDKYsYRL3NIOTRwYG0AP8nj3uEmbPeSNblsAMVD9NF1E6Ulm82ipYaLGbipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQjAl22JGnDmX9hSAF/hwEbDLKg05/T1MOOt/FfzMx2QzH1G6BX6NC6zR/X6FLIistxHu4K8zq%2BKHHqx/NRF6nTnOb341e2RTVjQgUG/1axYsbhS4nF4caoVPxNtpOre3ccQa%2B9Jqf2oy4aM4fcFebsZXntVnBtxIt7ZnyCGlbtaUWouv5d0mZom8XRsViggSqVn1WJ2TtjNaPpIWFGlJs8uDkWdbCmfuGJpXExdIFjfk%3D&ph=925b864c33f3&phv=1,株式会社2ko／フォトコザカ,                     石川県 金沢市 寺町                                    ,月給25万円～40万円 / 賞与あり・昇給あり,正社員,                    女性活躍                                     服装自由                                     社保完備                                     MGR                                     産休・育休                                     交通費                                     資格取得支援                 ,人気,14日以上前,かんたん応募,,
大手メガネブランドの受付・接客スタッフ／ノルマなし／未経験可／土日休み相談可／残業ほぼなし／社割あり,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=3850bf4237cef15f112b32cb31b6d81e&p=t%2BAK7k0GmMUr0ZRss/MBmx9p1v7p02Gstz578pR5p0C5Ps/yIbl8MVVDajnX2%2BCfKHbi0NhJCpSRdcfZ/0WbgwYG0AP8nj3uEmbPeSNblsD/KKDKazh/W1sYl2t%2BW5pZipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQjAl22JGnDmX9hSAF/hwEbDLKg05/T1MOOt/FfzMx2Qz1aqe3ZAVoDdyLDUG16UuBQvM1jJHgwfSuuUTPm7y8vnOb341e2RTVjQgUG/1axYsbhS4nF4caoVPxNtpOre3ccQa%2B9Jqf2oy4aM4fcFebsZXntVnBtxIt7ZnyCGlbtaUR0rErgqWppXNXkor3/xthJItqPbiplrzFzgIqNINvneDkWdbCmfuGJpXExdIFjfk%3D&ph=8e3613500a4a&phv=1,OWNDAYS クラソ・プレイス香林坊,                     石川県 金沢市 金沢駅                                    ,"月給22万5,000円～27万円 / 賞与あり・昇給あり",正社員,                    未経験OK                                     ブランクOK                                     産休・育休                                     社保完備                                     シフト自由                                     社割あり                                     車通勤OK                 ,,4時間前,かんたん応募,,
部品配送／未経験歓迎!／大手企業で安心／土日祝お休み／冷暖房完備,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l8bfcb872e2c84c6be61bf23d9b0c3518&p=t%2BAK7k0GmMUr0ZRss/MBm3z1fDW/bQP4aWySH6apRUmXvcDHNKKJChobVaTX%2BnEfirs1gFzpjAFXqrHwt2c7BwYG0AP8nj3uEmbPeSNblsBGgZhb8QdMf10SreIHGa4DipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQDDplwLExZ6IbomuEN02AkMuV7Wm9wrxim9MPKRc5TfYkRjRQQB/OLd5/Td8G9aU5CPUQVBJkrmd%2BWir7s/DRxXOb341e2RTVjQgUG/1axYsbhS4nF4caoVPxNtpOre3ccQa%2B9Jqf2oy4aM4fcFebsfOJXc15wzHWSlqOzgG0Ae6RLMMkNgJXNFG%2BRSAAUBrpn4UHkGraV/T8nBJdPi9xQq06kpYYbleCdl7imU97PVgPcoHc48tTVKvwjberA5deO1DK2JsMgozvolIfb8RpG7fFKf4WwHxPzwvIM8tdvrDTG474tEvG2AAlSBQkgkxX&ph=90ad93679f4a&phv=1,シブヤEDI株式会社,                     石川県 金沢市 若宮                                    ,"時給1,130円～1,250円 / 交通費支給",派遣社員,                    未経験OK                                     女性活躍                                     冷暖房完備                                     シフト制                                     土日祝休                                     職場見学                                     主婦・主夫                 ,,14日以上前,かんたん応募,,
アパレル／残業なし／大和香林坊店 販売員 アパレル 接客販売 制服貸与,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l9705e1c0dd1e11af4f831a742af0c2ad&p=t%2BAK7k0GmMUr0ZRss/MBmyBhvEdOJRZwhmrv/PMso%2Bapo2ftQMcPKLXgIw3003IaaK2H9%2BijUK0NaJ9nu8VyRqf8uOSd%2Bg8RoqAKIms9SV2B4EnOb/PubiD840BJtlMl79N%2BsoBQkkcIMNYBNMcl4NDX2Z2UWCINE5Kco2TOhtM375rPVCdWqzS4b4%2B88cfJGgn9NDQxqf3tHfyL%2B0GJuzNSUm1KNqN/VkllCeDUvba2lo5abI22yMtIipbAR7F2HKeFWMtFgh3onzB4J2KWHSzRWweMF4ahieCoh3JCg583b71m0IW9yn1L/zLez9lfoq1ef9A7aQXYRAEVcryDZmffsJRqCeEmy3rQWdnFLvzby0y9eypwpTWZ0KwKj2eclbUn%2BPbE7HrCSLhCh%2BHRAUjOw%2B7%2B5w6EVPuyh3YDS6FLHbugmwmFSU1UXKvoCnZ5EdKxK4KlqaVzV5KK9/8bYaPUduAvas7MGugm188qzz5yTY7sC8g/MifL767ygWnmIAMtRIfECbg7%2BOb/8aKoLw%3D%3D&ph=84d97d7e57ae&phv=1,株式会社スタッフブリッジ,                     石川県 金沢市 香林坊                                    ,"時給1,300円～1,400円 / 交通費支給",派遣社員,                    未経験OK                                     ミドル・シニア                                     主婦・主夫                                     賞与あり                                     制服あり                                     学生歓迎                                     フルタイム                 ,,9日前,,,
レジ打ち／残業なし／ハードオフは話しかけられる接客。聞き役さん活躍中／販売,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l6d67ce466a62865fc904c4a797a8353a&p=t%2BAK7k0GmMUr0ZRss/MBmyqmrj1/OuyI3PagDJha64T84mNgxAhMoImusm2zymqVxHUF3zSsgtnvn3DROllxXKf8uOSd%2Bg8RoqAKIms9SV2yRtlCC4GTMFijOcDKR7s779N%2BsoBQkkcIMNYBNMcl4NDX2Z2UWCINE5Kco2TOhtM375rPVCdWqzS4b4%2B88cfJGgn9NDQxqf3tHfyL%2B0GJuzNSUm1KNqN/VkllCeDUvba2lo5abI22yMtIipbAR7F2HKeFWMtFgh3onzB4J2KWHSzRWweMF4ahieCoh3JCg583b71m0IW9yn1L/zLez9lfoq1ef9A7aQXYRAEVcryDZgd8CR9LViKghe3sGhiSTBoclGhg/6V7wl21u70Zc4%2Bey7svjvHdciG95P8HoHdhk96%2BODUQHs%2BzxFL0VaNnsi3NP1kluB%2Bx0yPeTqN74G2NKRDx%2Brp6SIzqSGPS6PFA9j%2BdIUzlmektq%2B3zDCqO%2B6Sx/E3nrHkyYolQ6cb2uTGLO4O/P4qNHnVkv4m20gxFnA%3D%3D&ph=fdcbe5b6ed76&phv=1,ハードオフ野々市店,                     石川県 野々市市 粟田 / 乙丸駅 徒歩14分                                    ,"時給1,070円～ / 交通費支給",アルバイト・パート,                    未経験OK                                     女性活躍                                     初バイト                                     社割あり                                     シフト自由                                     研修あり                                     シフト制                 ,,9日前,,,
お酒のルート配送ドライバー 9~18:00勤務／AT限定免許でOK／賞与年2回・前年度実績50万以上,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l0f56fadae07cde926f0cc65b298bac45&p=t%2BAK7k0GmMUr0ZRss/MBm3yczs85%2BTyB9KmJZEwLM14yKM/GycMjq9Ex6bDCNMkltfRWjnNhpfiBuO/e3rfqwAYG0AP8nj3uEmbPeSNblsCWm6CFD94qXDfsBi%2BUgs50ipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQDDplwLExZ6IbomuEN02AkCRNifsiQ5ije4scwzJ7v8/6vr%2BP8VxWmiyCLQMDyzT0tqDJ4V2V9xcFiVc5IaytZHpCXxhFNxKZf%2BmsR5oGavFqS/Iss9a/SLMTb84ZMxW3%2BaLkvYChve6sfZc59tkpEboEktutq4kslAeD1FylpPW6ffxWzgLfy%2BW8zlTXkX6uOtLILFCPXs0QAa9GdxES9D3DmvVXCnafh2g47FGRHADOmD/VA/WmRHLLeQ9EeVu8DEuLL8o3hFy693OSl94v6LKyidliOkQF2SMnkmQj5p4%3D&ph=57b118e33a6a&phv=1,株式会社みの川,                     石川県 金沢市 もりの里                                    ,"月給22万1,000円～27万円 / 賞与あり・昇給あり",正社員,                    未経験OK                                     禁煙・分煙                                     老舗企業                                     日勤専属                                     制服あり                                     研修あり                                     駐車場あり                 ,人気,14日以上前,かんたん応募,,
食品スーパーの店内スタッフ,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l309d95b01efa58d1271eb3a6c086ef8e&p=t%2BAK7k0GmMUr0ZRss/MBmyy1JB4mnfdvjdo5i0y7nqvk46cvNVassMmbvgR4wOnuGA42Hd7swNXmXTah6fTSKgYG0AP8nj3uEmbPeSNblsDw99n5Hh69ADXoJ1tUF/CwipUbZRdFt19vBBtuq3ustHMtRZ7iFhPhaB3viMitjnJQ3um3ei2oZ0eSLL2gva2ArmrqYgEeW3EH8%2BsI1TDc2vVgtHJqy88BRkTjXoV4g42FhTvG%2BfC4Z7YuTf69ETIQDDplwLExZ6IbomuEN02AkCRNifsiQ5ije4scwzJ7v8/nHh9HjkBLBdUhZpZdoyZXkluA4vjnghDy2ON30VM6wnpCXxhFNxKZf%2BmsR5oGavFqS/Iss9a/SLMTb84ZMxW3%2BaLkvYChve6sfZc59tkpEbkp0fQ/VYd5fUc3RegdrwCMj8DqWTJdk9hLFYtJbBYPMQ9ty0%2BhZzGx6Jido5fjDEo5VUQk6k88gTPFGWv6WTKY%2B7nvHzZ9fr3oTXjPTcZkizTcUA9HgZaHnoxBKvTV6B2sWWNWnSCd2CxPGafYEqE%3D&ph=2b3d3302db38&phv=1,ラ・ムー金沢近岡店,                     石川県 金沢市 近岡町                                    ,"時給1,000円～1,250円 / 交通費支給",アルバイト・パート,                    未経験OK                                     ミドル・シニア                                     制服あり                                     アクセサリーOK                                     バイクOK                                     学生歓迎                                     シフト制                 ,人気,2時間前,かんたん応募,,
